price,bedRooms,pathRooms,sqftLiving,sqftLot,latitude,longitude
462500,4,1,1540,4500,47.587,-122.384
435000,4,2.25,2210,14073,47.4774,-122.142
440000,3,2.5,1440,5434,47.6818,-122.034
299950,3,1.75,1790,7650,47.3213,-122.385
440000,2,1.5,1120,1024,47.6175,-122.298
312620,3,2.5,1260,11877,47.4442,-121.762
735000,4,3,2250,7245,47.6045,-122.169
241000,2,1.75,1070,9750,47.7131,-121.319
201000,3,1,1460,9750,47.3242,-122.144
570000,2,1,1060,4000,47.6731,-122.315
538000,4,1.75,1840,9600,47.6579,-122.125
729000,3,2.5,2440,4244,47.7057,-122.112
331500,4,1.75,1700,14756,47.5762,-122.143
245000,3,2,1700,8448,47.2077,-122.011
427000,3,1.75,2000,7111,47.7676,-122.373
335900,2,1,1120,7440,47.7405,-122.323
460000,2,1,1030,5934,47.6828,-122.287
1769000,4,3.5,5440,38900,47.6605,-122.069
463000,2,1,1150,4400,47.6226,-122.292
199500,4,2,1750,8116,47.5097,-122.181
247000,4,2,1750,8116,47.5097,-122.181
600000,3,2,2540,237402,47.2688,-122.024
725000,4,1,1600,4500,47.6804,-122.316
582500,2,1.75,1990,6549,47.7,-122.296
305000,4,2.25,2210,9371,47.3634,-122.279
300000,3,2,1050,10072,47.7341,-121.976
525888,5,1.75,2550,71874,47.4845,-122.08
711000,4,2.5,2095,4400,47.5838,-122.39
360000,3,1.75,1520,12282,47.7516,-122.299
235000,3,1.75,1200,9266,47.314,-122.208
324000,3,1,1160,7202,47.7675,-122.334
825000,5,3.5,4140,6770,47.5381,-122.069
481000,3,2,2580,15653,47.4561,-122.361
448000,2,1.5,1630,3780,47.6711,-122.403
480000,2,2,1350,4220,47.718,-122.034
472500,2,2.25,1700,2383,47.547,-121.997
291000,4,2.25,1890,7616,47.3275,-122.329
1013050,4,2.5,2480,12688,47.6344,-122.205
1582500,4,2.5,3980,16304,47.639,-122.21
675000,2,1.75,2140,5000,47.6284,-122.291
279900,2,1.75,1360,10000,47.7421,-121.982
875000,4,1.5,1800,3245,47.6605,-122.331
1650000,8,2.75,4040,20666,47.634,-122.221
360000,3,1,1280,3870,47.6163,-122.294
465000,6,3.25,4250,23326,47.34,-122.327
280000,4,2.5,2400,4596,47.3358,-122.265
283000,2,1,940,6350,47.698,-122.357
282000,3,2.25,2420,7548,47.3112,-122.376
535000,3,2.5,1850,1499,47.6475,-122.396
595000,2,1.75,1280,8500,47.6553,-122.19
400000,4,2.5,3130,5240,47.3446,-122.042
742500,4,2.75,3100,3773,47.6158,-122.291
1250000,4,2.5,3220,15600,47.5697,-122.182
375000,3,2,1670,13775,47.4873,-121.783
1557600,4,2.5,2700,17853,47.6463,-122.219
395000,5,1.75,1840,10453,47.4508,-122.368
299990,3,2.5,1870,8541,47.2925,-122.346
1125000,4,3.25,3890,422096,47.4125,-121.982
554950,4,1.75,1740,4816,47.5758,-122.382
580000,4,1.75,1720,6975,47.6506,-122.121
335000,3,1.75,1400,7920,47.7312,-122.202
540000,4,2.75,2830,7334,47.4868,-122.141
280000,3,2.5,1580,7918,47.4431,-122.19
300000,3,1,2120,7735,47.4869,-122.123
360000,3,1.75,1830,10000,47.741,-121.979
600000,3,2.5,2260,10153,47.641,-122.068
350000,4,1.75,2310,9002,47.731,-122.166
308000,3,1,1010,8800,47.5483,-122.278
1020000,6,2.25,2550,5000,47.6785,-122.396
397500,3,1,1480,5100,47.6915,-122.348
436500,5,3,3110,12429,47.7463,-122.213
450000,3,2.25,1960,10682,47.6319,-122.124
375000,4,2.75,1890,5240,47.5528,-122.356
330000,3,1,1140,7316,47.527,-122.362
665000,3,2.5,3136,54450,47.3999,-122.472
469000,3,1.75,1480,800,47.5493,-122.387
903000,3,2.75,3860,12786,47.549,-122.141
1130000,4,2.5,2660,11200,47.5894,-122.197
1225000,3,2.25,2980,7700,47.6336,-122.29
506000,5,3,2430,8000,47.603,-122.12
280000,3,2.5,1370,22326,47.4469,-121.775
580000,3,1.75,2040,81021,47.6536,-122.045
450000,4,2.5,2520,8515,47.7233,-121.959
389900,4,1,1710,117176,47.4497,-122.212
265000,3,1.75,1330,12618,47.4403,-122.271
399000,2,1,790,4000,47.6844,-122.289
350000,4,2.5,1530,2248,47.5766,-122.309
1000000,4,1.75,1780,11436,47.6273,-122.194
245000,2,1,1500,6685,47.7186,-122.354
314500,4,2.5,2390,9600,47.3289,-122.001
650000,3,1.75,2920,9370,47.5491,-122.151
298000,2,1,850,5000,47.4874,-122.207
499990,3,1.75,1730,9334,47.6478,-122.113
315000,3,1.75,1170,4000,47.5306,-122.354
774000,4,2.75,2010,7000,47.6607,-122.396
368888,3,1.5,1490,12186,47.7739,-122.322
339500,4,2.5,1930,7862,47.3644,-122.04
814950,4,2.75,2990,6626,47.7107,-122.11
315000,3,2,1500,7828,47.4484,-122.158
880000,3,1.75,3860,9000,47.7431,-122.29
195000,3,1.5,1430,5200,47.3644,-122.094
306000,3,2.5,1870,5874,47.3992,-122.163
1295000,5,3.5,3700,8504,47.669,-122.275
450000,3,1.75,3150,9258,47.5571,-122.08
530000,2,2.25,2080,11285,47.3628,-122.147
305000,4,2.5,1620,4000,47.3661,-122.02
300000,3,1.75,1210,7000,47.4572,-122.169
575000,3,2.5,2270,9600,47.7388,-122.206
1820000,4,4.5,6640,53330,47.7283,-122.046
425000,4,2.25,2200,8384,47.753,-122.317
1175000,3,2.5,1970,23180,47.5495,-122.398
629950,3,2.5,1680,1620,47.6425,-122.374
446000,4,2,2280,43692,47.4067,-122.03
632500,5,2.5,2640,7096,47.6827,-122.038
485000,4,2.5,2470,35073,47.3064,-122.108
394950,3,2.5,2050,8172,47.4808,-122.28
330000,3,2.25,1960,1985,47.5417,-122.289
685000,3,3.25,2030,11070,47.6478,-122.117
500000,3,2.25,2210,7680,47.7729,-122.389
368000,4,2.75,2610,9426,47.4435,-122.279
392500,4,2.75,2400,19923,47.3616,-122.144
605000,3,1.75,1930,5400,47.77,-122.391
215000,3,1,1160,10384,47.3634,-122.027
877500,4,2,3060,8000,47.5795,-122.29
232500,3,1,1320,8450,47.3278,-122.337
399950,3,1,1040,9600,47.6738,-122.063
535000,3,2.5,1690,9626,47.5647,-122.092
770000,4,1.75,2520,8442,47.6317,-122.205
256000,3,2.5,1570,5113,47.3327,-122.29
489900,3,1,1680,8910,47.7011,-122.375
220000,3,1.5,1280,7742,47.3947,-122.197
375000,3,2.5,1580,5725,47.7611,-122.161
420000,3,1.75,1660,9600,47.7601,-122.167
850000,3,2.5,3120,12406,47.5507,-122.141
463000,4,2.5,2680,9928,47.5219,-122.052
1070000,3,3.25,3730,13264,47.7246,-122.059
290000,3,2,1700,6498,47.3781,-122.044
525000,4,1.75,2280,5959,47.5655,-122.395
272000,4,2.25,1800,9018,47.2126,-121.984
357500,3,1,1070,10125,47.7012,-122.167
285000,3,1.75,1020,5000,47.5332,-122.29
525000,3,2.25,2110,2850,47.6915,-122.339
319000,3,1.75,1640,53400,47.3944,-122.506
225000,3,2,1320,5665,47.3096,-122.357
341000,3,1,1390,4814,47.6881,-122.32
442250,3,2.5,2170,8169,47.4833,-122.139
276000,3,2,1450,8928,47.3637,-122.075
260000,3,2.5,1420,14850,47.3661,-122.29
300000,3,2.75,2090,9620,47.2741,-122.337
310000,3,2.75,2090,9620,47.2741,-122.337
700000,3,2.75,2500,7378,47.7032,-122.37
230000,3,2,1310,7332,47.3597,-122.051
595000,3,2.25,2400,16301,47.6901,-122.282
470000,3,1,1400,4914,47.681,-122.364
1381000,4,3.75,3160,9525,47.5623,-122.221
382000,3,1.75,1790,7679,47.7442,-122.338
577000,3,1.5,1560,20251,47.619,-122.054
427000,3,2.5,2620,108464,47.4583,-122.036
255000,3,1,1580,8206,47.3676,-122.312
240000,3,1,1090,10000,47.6503,-121.911
1234580,5,3.25,3240,6551,47.6792,-122.273
1450000,3,1.75,2230,13529,47.6204,-122.217
425000,4,3,2430,5502,47.356,-122.014
264950,4,1,1810,7500,47.4935,-122.333
2555000,4,2.5,5300,26211,47.661,-122.269
225000,3,1.75,1580,8820,47.317,-122.325
1699000,3,3.25,4160,35153,47.5749,-122.214
358500,3,2.5,2000,8057,47.3724,-122.107
595000,2,1,980,3600,47.6366,-122.365
375000,3,2,1450,7300,47.7517,-122.342
255000,3,1.75,1700,7532,47.355,-122.176
300000,4,2.5,2620,4469,47.3663,-122.115
635000,2,2.5,1390,1132,47.6228,-122.319
785000,3,3.5,4500,21870,47.3043,-122.159
522500,4,3,2370,8154,47.7258,-122.306
3000000,4,4.25,4850,12445,47.7011,-122.244
245700,3,2.25,1640,8400,47.3733,-122.289
499950,3,1.75,2060,3500,47.5635,-122.282
1600000,3,2.75,3040,21052,47.638,-122.225
1400000,5,3.75,3700,7920,47.6865,-122.266
619000,3,2,1990,3000,47.5891,-122.293
600000,5,2.25,2980,7781,47.7048,-122.279
530000,2,2.5,1900,2983,47.7029,-122.015
270000,1,1,720,5196,47.6928,-122.337
415000,3,1.75,2000,8400,47.7535,-122.334
1800000,5,4.5,4400,15580,47.6232,-122.207
236000,3,1.75,1300,8976,47.3357,-122.305
312000,3,2.25,1540,5338,47.6942,-122.304
539000,3,2.25,1540,5338,47.6942,-122.304
498000,3,3,2360,2750,47.7142,-122.281
857000,4,3,3720,29043,47.6907,-122.161
559500,4,1.75,1650,7088,47.5688,-122.087
671500,4,2.25,2130,8410,47.5589,-122.128
813000,4,2.5,3320,52707,47.6247,-122.016
128000,3,1,910,11117,47.3432,-122.309
402300,3,1.75,1480,4050,47.681,-122.304
279000,3,1,1010,7903,47.766,-122.32
383000,4,2.5,2370,10580,47.464,-122.192
490000,4,2.5,2242,37451,47.7443,-122.228
285000,2,1,890,7250,47.7118,-122.314
729000,4,2.5,2450,27081,47.7177,-122.104
687500,3,1.5,1280,2114,47.6174,-122.308
1168000,5,2.75,2910,15118,47.5696,-122.183
314950,2,2.5,1860,6359,47.3847,-122.029
470000,3,2,1800,12669,47.6935,-122.173
445000,2,1,840,3840,47.684,-122.378
619500,4,2.5,2210,5077,47.5719,-122.377
700000,3,2,1940,4500,47.6659,-122.359
1078500,4,3.5,3740,41458,47.7375,-122.139
245000,3,1.75,1260,6908,47.385,-122.031
535000,4,1.75,1570,3250,47.5405,-122.393
240000,3,1.5,1460,13503,47.3119,-122.015
790000,3,1.75,1790,6117,47.6366,-122.401
350000,3,2.25,1760,9621,47.7466,-121.979
198400,3,1,1040,8645,47.3631,-122.116
495000,4,2.5,4060,8547,47.3694,-122.056
862000,4,2.5,3190,14565,47.713,-122.072
325000,4,2.75,2110,6838,47.3877,-122.171
565000,3,1.75,1720,2218,47.649,-122.335
825000,3,2.25,2510,10418,47.7003,-122.285
525000,3,1.5,1540,4773,47.5678,-122.378
275000,4,1.75,1690,6000,47.497,-122.227
290000,4,2,1560,8800,47.4927,-122.312
320000,3,2,1880,10758,47.5091,-122.144
650000,3,2.5,2320,5284,47.591,-122.017
325000,3,1.75,1010,7171,47.7317,-122.231
165000,3,1,1120,5000,47.5109,-122.357
500000,3,1.75,1560,16194,47.5966,-122.175
443000,4,1.5,1860,12197,47.729,-122.235
299880,3,2.5,1460,3044,47.544,-122.296
499950,3,3.5,1820,1501,47.596,-122.298
550000,4,2.75,2230,9460,47.5246,-122.044
300000,4,2.5,2070,7476,47.3352,-122.189
920000,3,1.75,2480,4000,47.615,-122.288
2300000,4,3.25,4110,15929,47.6934,-122.271
978000,4,2.75,2620,13777,47.58,-122.285
387500,4,2.5,3190,9856,47.4445,-122.126
325000,3,1,850,6906,47.7441,-122.314
394000,3,2.5,1680,4075,47.6964,-122.024
484950,2,1,1000,4956,47.6753,-122.36
590000,4,2.25,2430,32496,47.7642,-122.048
106000,1,1,560,5700,47.511,-122.359
273000,3,2.25,1830,7651,47.2642,-122.219
950000,3,3.25,3050,18892,47.3881,-122.326
235000,3,1,1250,15603,47.5093,-122.172
320000,3,1,1520,8870,47.7638,-122.317
282000,4,2,1890,6302,47.3846,-122.205
245000,3,1.75,1480,3900,47.2977,-122.367
250000,3,1.75,1480,3900,47.2977,-122.367
590000,4,2.5,2010,7972,47.5782,-122.018
340000,5,1,1120,9022,47.7296,-122.24
570000,4,2.75,3140,10918,47.7086,-122.243
2750000,4,4,4130,5575,47.5968,-122.083
514500,4,2.5,2990,9614,47.3424,-122.329
360000,2,1,1120,12625,47.5397,-122.385
660000,3,2.75,2210,4000,47.6954,-122.017
354000,5,1.75,1830,7986,47.5208,-122.35
850000,4,3.5,2640,5900,47.5421,-122.383
496700,3,2.5,1740,5782,47.5783,-122.001
390000,3,1,1040,8075,47.6701,-122.176
350000,3,2.25,1640,7200,47.5948,-122.153
290000,3,1.75,1590,13500,47.3621,-122.031
279900,4,2.5,1770,4338,47.3672,-122.099
1655000,4,2.25,3530,5500,47.6618,-122.273
268000,3,1.75,1980,12543,47.3104,-122.394
1180000,5,2.25,3270,16553,47.5428,-122.236
543000,3,2.5,1540,1256,47.6498,-122.346
265000,2,2,1650,8975,47.5073,-122.36
497000,3,2.5,2630,4611,47.5322,-121.868
457500,3,1,1210,7636,47.5377,-122.266
499000,4,2.5,1970,2601,47.5949,-122.308
229050,1,1,420,3298,47.5375,-122.391
319000,3,1.5,2010,10100,47.4738,-122.266
398500,3,2.5,1630,1971,47.7753,-122.375
1065000,3,2.75,2290,5002,47.6811,-122.207
156000,2,1.75,590,6138,47.545,-122.278
254500,4,2.75,2570,7264,47.258,-122.208
210000,3,2.5,1610,6732,47.3658,-122.172
420000,3,1.5,1780,5000,47.5168,-122.256
650000,4,1.75,1900,10454,47.5933,-122.195
429950,3,1.5,2010,9480,47.7102,-122.281
825000,3,2.5,3760,5260,47.5489,-122.007
265000,2,1,1290,2828,47.6968,-122.025
283000,3,1,890,8400,47.5168,-122.204
460000,2,1.5,1790,3760,47.6871,-122.373
264500,4,2.25,2060,11385,47.314,-122.363
677500,3,1.75,2020,9718,47.574,-122.21
290000,3,2,1310,6265,47.3893,-122.051
490000,4,2.5,2120,7820,47.6743,-122.145
530000,5,2,3020,6000,47.5207,-122.378
357000,3,2,2460,53882,47.3811,-122.325
808250,3,2,1750,2640,47.6419,-122.368
350000,3,1.75,1680,250470,47.7624,-121.93
194000,3,1,1400,7955,47.4848,-122.221
310000,3,1,1240,7194,47.7636,-122.202
315000,3,1.75,1410,15134,47.6931,-121.921
258950,3,1.75,1440,8050,47.3187,-122.39
400000,3,2,1760,6875,47.74,-122.093
680000,5,2,2140,5000,47.6044,-122.299
335000,3,1.75,2010,9417,47.373,-122.185
460000,5,2.5,3390,9760,47.4462,-122.137
412250,2,2,1300,2983,47.703,-122.015
286500,3,2,1840,8140,47.3106,-122.325
408000,3,2.25,2800,35362,47.3507,-122.089
306500,2,1,1390,19988,47.3985,-122.321
560000,3,2.5,1960,6058,47.6319,-122.007
255000,3,1,1250,10094,47.4987,-121.781
1185000,4,2.75,3020,8622,47.5866,-122.201
575000,4,1.5,1430,4163,47.6606,-122.397
216000,3,1.75,1580,9705,47.3819,-122.09
850000,4,3.25,3090,6744,47.768,-122.388
625000,4,1.75,2180,4431,47.636,-122.302
820000,3,2.5,2510,5503,47.5419,-122.383
1300000,5,2.5,4170,33310,47.5455,-122.126
835000,4,2.5,3650,7784,47.7066,-122.101
625000,4,1.5,2120,5000,47.6024,-122.296
550000,4,2.5,2090,6926,47.6339,-122.022
395000,4,2.75,2640,35070,47.4242,-122.181
275000,4,1.5,1610,6923,47.3747,-122.306
373000,4,1.75,1590,7920,47.7456,-122.336
613000,2,2,1170,1890,47.6402,-122.371
614000,4,2.25,2880,9996,47.7584,-122.143
595000,4,1.75,2510,8989,47.5569,-122.172
412000,3,1.75,1880,5752,47.5354,-122.378
254000,3,2,1470,7694,47.3539,-122.054
350000,2,1.5,1150,7552,47.7298,-122.286
968000,6,2.75,3610,17580,47.5739,-122.069
270000,3,1.75,2840,9800,47.3516,-122.119
550000,3,2.5,2080,7749,47.5723,-122.021
190000,2,2.5,1370,3438,47.4606,-122.283
434000,3,1.75,1660,8301,47.7647,-122.263
510000,3,2,1990,7405,47.5421,-122.172
355000,3,1,1200,16000,47.7452,-122.101
255000,4,1,1250,9102,47.4258,-122.327
695000,5,1.75,1790,9335,47.5945,-122.201
255000,2,2,1140,8400,47.4351,-122.335
410000,3,2.25,1790,5794,47.7477,-122.171
650000,4,2.75,1910,16532,47.6952,-122.39
752875,4,2.5,2800,72309,47.7432,-122.112
218000,3,1,980,12812,47.4892,-122.306
900000,5,3.75,4130,226076,47.715,-122.065
500000,2,1.5,2070,5432,47.5571,-122.299
510000,4,2.5,3180,5405,47.4905,-122.14
1545000,4,2.25,2640,3000,47.6313,-122.344
210000,3,1.5,1920,61014,47.4446,-122.074
400000,2,1,1140,101529,47.2592,-122.228
299950,2,1.5,1390,1756,47.7274,-122.357
245000,3,2,1470,8000,47.3191,-122.385
720000,4,3,3550,12327,47.7533,-122.205
315000,2,1,780,7200,47.5609,-122.279
490000,3,2.25,2380,6000,47.6955,-122.275
589450,4,2.5,3190,7941,47.353,-122.002
478000,2,1.75,1960,6000,47.6531,-122.401
489950,4,2.25,2640,31941,47.3099,-122.116
319950,3,2.5,1700,7000,47.3798,-122.025
410000,4,2,1900,5100,47.6767,-122.38
590000,4,2.75,2160,4205,47.7081,-122.276
255000,3,2.5,1720,6194,47.2624,-122.221
622000,4,1.75,3020,10714,47.56,-122.181
306000,3,1.75,1980,9800,47.3745,-122.224
1280000,4,3,3260,4500,47.6314,-122.353
995000,5,3.25,3970,8029,47.7764,-122.385
215000,3,1,1180,9000,47.39,-122.166
530000,3,2.5,1365,1090,47.6776,-122.324
245000,3,2.25,1350,6775,47.3593,-122.289
126000,1,1,610,4400,47.4865,-122.197
850000,4,1,2500,35802,47.6488,-122.153
299950,3,2.5,1780,4650,47.386,-122.047
585000,4,2.5,2200,9099,47.733,-122.225
495000,4,2,1720,5413,47.6929,-122.321
206000,3,1,1320,9239,47.312,-122.183
500000,3,1,1070,4600,47.5627,-122.383
302500,4,2.5,1990,5511,47.3585,-122.191
250000,3,2,1440,5457,47.3784,-122.046
206000,2,1,810,7158,47.4882,-122.325
590000,4,2.75,2240,5400,47.5785,-122.402
695000,3,2.5,4560,17622,47.621,-122.03
419000,5,3,2190,9652,47.5049,-122.239
771000,4,2.5,2420,7200,47.6893,-122.197
1850000,5,3.25,3680,6060,47.6341,-122.304
545000,4,1.75,1910,6731,47.5693,-122.391
900000,3,2.5,2850,11535,47.748,-122.288
265000,3,1.75,1450,5858,47.3482,-122.037
240000,2,1.5,1670,9880,47.4864,-122.348
1280000,4,3.5,4340,5500,47.6427,-122.397
957000,4,2.25,2860,11545,47.588,-122.168
218000,3,1.5,1140,4875,47.3684,-122.08
205000,3,1.5,1120,8366,47.3632,-122.11
350000,3,3.25,1460,1592,47.5481,-122.374
256000,4,2.5,2050,5787,47.3527,-122.315
275000,3,1,1250,7654,47.7289,-122.291
170000,2,1,1200,24792,47.6337,-121.961
905000,4,3.25,3440,7661,47.5429,-121.995
365000,4,2.5,1800,5070,47.5303,-122.28
400000,2,1.75,1250,7680,47.5242,-122.371
527700,2,2.25,1330,806,47.6904,-122.395
512000,4,2.5,2550,17209,47.4836,-122.136
491500,3,2.25,1470,4322,47.5672,-122.018
199400,2,1,880,4000,47.5331,-122.352
364900,4,2.5,2490,9346,47.3831,-122.147
324950,3,1.5,1210,7560,47.5255,-122.374
380000,3,1,1380,5400,47.7134,-122.288
700000,4,1,1680,4021,47.6663,-122.332
206990,3,1,1330,9620,47.3174,-122.127
670000,3,1.75,1730,3400,47.6662,-122.364
419000,3,1.5,1500,8272,47.7741,-122.38
205000,3,2,1800,11419,47.2623,-122.217
399000,3,2,1940,16300,47.774,-122.283
400000,4,1.75,2670,189486,47.2585,-122.061
320000,3,2,2320,7800,47.5141,-122.316
240000,4,2,1790,14690,47.3965,-122.321
199950,5,2.5,1740,8750,47.3904,-122.299
255000,4,2.25,1680,3179,47.3258,-122.186
494500,4,3,3760,8804,47.5161,-122.191
310000,3,1,1180,8474,47.7416,-122.327
154500,3,1,890,9465,47.4388,-122.328
425000,3,2.25,1820,8058,47.7241,-122.168
410500,2,1,1110,3943,47.6436,-122.352
498688,3,2.5,1910,5600,47.5752,-122.009
573500,3,1,2200,21450,47.4527,-122.372
220000,3,1,1130,12519,47.4965,-122.176
260000,2,1,820,6771,47.52,-122.354
650000,5,3.5,3990,10120,47.741,-122.208
690000,4,3.25,3730,11820,47.5775,-122.019
289900,3,1.75,1220,7004,47.4492,-122.157
367999,4,2.75,3430,8000,47.3183,-122.382
309500,3,1.5,1340,13560,47.741,-122.234
215000,2,2,1180,2521,47.3487,-122.021
254000,2,1,910,6000,47.5253,-122.266
365000,4,1,1520,80150,47.4742,-121.769
432000,4,1.75,1970,5160,47.534,-122.373
672500,2,1.75,1860,5940,47.5751,-122.407
336000,4,1,1780,4310,47.5486,-122.278
541900,3,2.5,1880,3054,47.6091,-122.147
505000,3,1.75,2300,11400,47.6884,-122.128
435000,6,2.5,2270,11970,47.7722,-122.204
636000,2,1.75,1230,3600,47.6423,-122.361
354000,4,2.5,2580,5476,47.4042,-122.205
810000,5,2.75,3847,17654,47.3379,-122.322
400000,4,2.5,3630,42884,47.2617,-122.19
879900,4,2.75,3580,12000,47.6319,-122.05
900000,3,1.75,1540,8400,47.6187,-122.295
685000,4,2,2340,6000,47.6495,-122.401
464950,4,2.5,1640,6000,47.559,-122.365
406250,4,3.25,2550,11524,47.7324,-121.963
447000,4,2.5,2660,8027,47.4831,-121.781
525000,1,1,830,3200,47.6557,-122.348
674950,3,2.75,3510,92347,47.3735,-122.018
374900,3,2.5,2480,4950,47.4389,-122.116
1443920,4,3,3720,5000,47.6282,-122.322
498500,5,2.75,2990,7420,47.4944,-122.162
271920,3,2,1410,10248,47.3315,-122.265
104950,2,1,1170,8254,47.497,-122.346
1210000,4,2.75,3650,6982,47.6756,-122.275
875909,4,2.5,3610,13292,47.5868,-121.974
250000,3,2,1680,7900,47.3255,-122.305
600000,4,2,2510,38141,47.7219,-122.258
535000,4,2.5,2280,65836,47.7237,-122.076
1030000,5,2.75,3190,16920,47.5641,-122.16
600000,4,3.25,4690,14930,47.7718,-122.283
469500,3,2.25,1850,12000,47.7408,-122.101
1150000,4,3,4160,13170,47.5182,-122.149
900000,4,2.75,3950,10214,47.6969,-122.384
2575000,5,3,4780,20440,47.6242,-122.239
201000,3,1,960,15273,47.238,-122.039
509950,3,2.5,1880,4668,47.5666,-121.999
625000,4,2.5,3190,27806,47.3425,-122.03
378000,3,1.5,1000,6914,47.7144,-122.319
239950,3,1.75,1670,6900,47.2975,-122.38
550000,4,2,2100,4500,47.6699,-122.317
831000,4,2.5,2030,3905,47.6547,-122.34
249000,3,1,1090,10296,47.7743,-122.26
839900,4,2.5,3420,7462,47.6388,-122.064
3000000,5,3.75,4590,11265,47.6389,-122.288
739000,6,4.5,4000,7500,47.6146,-122.306
685650,3,1.75,1490,16200,47.5919,-122.175
1005000,4,4.5,4225,284011,47.6118,-122.024
448500,3,2.25,1830,7943,47.7466,-122.249
365000,3,2.5,2470,7700,47.4096,-122.17
738000,3,2.5,2620,9112,47.6972,-122.116
445000,2,1,910,7200,47.5145,-122.39
832500,4,2.5,3450,35100,47.7302,-122.106
771150,4,3.5,3950,12320,47.5414,-121.869
225000,4,1.5,1950,12559,47.4364,-122.282
845000,3,1.75,1600,2538,47.6447,-122.327
350000,3,2.25,1322,1796,47.5976,-122.298
370000,2,1.5,1280,2096,47.5872,-122.308
750000,4,2.5,3080,4553,47.7066,-122.112
375000,4,1,1450,6820,47.7061,-122.347
185000,3,1,1240,9198,47.37,-122.297
920000,4,2.5,3470,10045,47.554,-122.095
936000,7,3.75,5100,21802,47.595,-122.04
1500000,3,1.75,2430,12757,47.6201,-122.209
289500,3,1,1200,5525,47.6981,-122.325
756450,4,2,3210,8400,47.5322,-122.391
240000,3,2,1220,17652,47.4712,-122.1
430000,2,2,1440,213008,47.3604,-122.457
513000,4,2.5,2000,5684,47.7443,-122.22
857500,4,2.75,2960,5040,47.5747,-122.408
1060000,3,2.75,2700,22343,47.5706,-122.209
350500,2,2.5,1770,4950,47.3497,-122.025
215000,3,2,1290,9312,47.4811,-122.325
385000,3,0.75,1330,7020,47.5377,-122.376
585000,5,2,2560,14467,47.5547,-122.178
401000,2,1.5,1260,2625,47.6747,-122.151
500000,4,2.5,1770,8155,47.719,-122.173
314963,2,1,890,6350,47.6975,-122.357
280000,3,2.25,1360,9600,47.4687,-121.749
531000,3,2.5,2120,9736,47.7374,-122.219
617000,3,2.5,1910,4488,47.6176,-122.14
140000,3,1,1090,10114,47.2975,-122.223
661000,4,1.75,1670,13125,47.6315,-122.101
1195000,5,2.75,3650,13297,47.5497,-122.228
535000,4,2,1970,3515,47.6873,-122.314
404500,2,2,1320,3060,47.5643,-122.284
396500,3,1,1710,5110,47.5256,-122.379
605000,3,3.25,2200,2400,47.6325,-122.371
699000,3,2,2010,4320,47.5153,-122.256
805000,3,3,3910,19023,47.6953,-121.914
156000,1,0.75,470,15000,47.6554,-121.908
595000,4,2.5,2330,7064,47.6955,-122.097
285000,3,1.75,1930,7200,47.5263,-121.809
216300,3,2.5,1650,5000,47.3206,-122.394
325000,3,1,1300,9300,47.7562,-122.073
355000,5,2.75,2530,9375,47.3738,-122.214
338000,3,1.5,2400,8215,47.5001,-122.338
210000,4,2.25,1500,5393,47.3378,-122.263
423000,4,1.75,1700,9000,47.7308,-122.18
325000,4,2.5,2240,5105,47.3922,-122.165
257000,3,1.75,1540,8223,47.3666,-122.089
550000,3,1.75,1890,100623,47.6454,-121.978
299000,2,1.5,1160,3838,47.7255,-122.164
295000,2,1,1300,39639,47.466,-122.452
590000,4,2.75,2400,104108,47.4686,-121.989
1595000,5,3,3640,8239,47.5842,-122.111
348500,2,2.25,1550,1824,47.5396,-122.368
592500,2,2,1870,4751,47.7082,-122.015
1430000,5,4.25,3350,3600,47.6351,-122.364
502000,3,1,1710,5000,47.5719,-122.385
371000,3,1.5,1420,4500,47.694,-122.332
250000,3,1.5,2390,23522,47.4754,-122.09
151100,3,1,840,4495,47.496,-122.349
247000,5,2,1590,9350,47.3398,-122.286
306888,4,1.5,1940,8970,47.7297,-122.326
375000,3,1.5,1110,5500,47.6717,-122.184
650000,4,2.5,2110,6820,47.6882,-122.306
975000,3,3,1850,5000,47.6711,-122.386
575000,5,2.5,2760,4000,47.6074,-122.299
815000,4,1.75,2970,14880,47.5907,-122.086
525000,3,1.75,2300,43560,47.7716,-122.101
299000,5,2.5,1940,9389,47.7438,-122.328
305000,3,1.75,1660,11500,47.4473,-121.774
1110000,4,1.5,2310,13300,47.6232,-122.21
885000,4,3.75,2400,3520,47.6295,-122.346
367400,4,1.5,1280,7400,47.6023,-122.123
700000,4,2,1930,5398,47.646,-122.363
667000,5,2.25,2560,10360,47.5819,-122.126
200000,2,1,920,5250,47.5177,-122.266
601500,3,1.75,1460,10128,47.6709,-122.167
340000,4,2.5,2810,6481,47.333,-122.172
438000,2,1,1630,9255,47.7222,-122.332
219950,3,1,1060,10042,47.4434,-122.283
300000,3,2.5,1590,3381,47.7344,-121.986
626000,4,1.75,1350,9293,47.6335,-122.196
289000,3,2.5,2090,4700,47.3724,-122.104
676000,3,2.25,2680,41804,47.4828,-121.73
389000,3,1.75,1820,8028,47.7466,-122.355
511555,3,2,1400,7293,47.586,-122.12
429000,3,2.5,2420,49928,47.463,-122.008
480000,5,2.75,2760,7200,47.7563,-122.147
225000,3,1,1040,6535,47.4906,-122.306
615000,3,1.75,2220,7224,47.774,-122.384
486000,4,3,2260,7336,47.7297,-122.219
565000,3,1.75,1130,5111,47.6379,-122.4
355000,3,2,1480,2502,47.6969,-122.338
